Mascot_ID,name,team,date_unveiled,mhof_nominated_year,mhof_inducted_date,history,student_pro,image_file,image_url,character_type,maker,variety,sub_variety,current_character,selection_process,performer_type,year_retired,website
78,"Chomps, Swagger, Brownie the Elf",64,,,,,0,c:\MHOF\NFL Images\browns_nfl.jpg,,1,,2,,1,,,,
79,Who Dey,63,,,,,0,c:\MHOF\NFL Images\Bengals_nfl.jpg,,1,,6,7,1,,,,
80,Billy Buffalo,62,03-Sep-00,,,,0,c:\MHOF\NFL Images\bills_nfl.jpg,,1,,16,,1,,,,
81,Poe,61,01-Jan-09,,,,0,c:\MHOF\NFL Images\ravens_nfl.jpg,https://www.baltimoreravens.com/fans/mascots/,1,,10,29,1,,,,
82,Albert the Gator,94,,,,,0,c:\mhof\DIV-I\sec images\albert.jpg,,1,,44,,1,,,,
84,Big Al,96,,,,,0,c:\mhof\DIV-I\sec images\al.jpg,,1,,12,,1,,,,
85,Big Red,97,,,,,0,c:\mhof\DIV-I\sec images\arkbigred.jpg,,1,,22,,1,,,,
86,The Wildcat,98,01-Jan-76,,,,0,c:\mhof\DIV-I\sec images\kent.jpg,,1,,6,8,1,,,,
87,Bully,106,,,,,0,c:\mhof\DIV-I\sec images\miss state.jpg,,1,,2,,1,,,,
88,Cocky,101,01-Jan-80,,,"Since hatching out of his egg, Cocky has proudly represented not only the University of South Carolina, but also the great state of South Carolina. Cocky is most known for his iconic 2001 Magic Box entrance. The spectacular entrance can be seen at every home football game when the Gamecocks take the field. Cocky can be seen hyping up the crowd with his fan favorite beak flap and more not only at football games, but at men's and women's basketball, volleyball, men's and women's soccer, baseball, softball, swimming, golf, track, and tennis events as well. Cocky is also a staple around the community. A spectacular program known as Cocky’s Reading Express allows Cocky to promote literacy across schools throughout the state. Students read to children, and Cocky helps the children understand the importance of life-long reading. The children are given a book to take home, a reminder of their visit from Cocky. Overall Cocky represents what it means to be a Gamecock and is instantly recognizable face of our great University.

1981,1982 Official mascot of College World Series
1986, 1994 UCA Mascot Championship
2003-2004  Capital One Mascot Challenge
2009 NCA National Championship

Top 7 Mascot in the country according to Sports Illustrated in celebrating the 150th anniversary of College Football",1,c:\mhof\DIV-I\sec images\sc.jpg,,1,,10,30,1,,,,
89,Hairy Dawg,99,,,,,0,c:\mhof\DIV-I\sec images\ga.jpg,,1,,2,,1,,,,
90,Landshark,105,01-Jan-18,,,,0,c:\mhof\DIV-I\sec images\olmiss.jpg,,1,,11,,1,,,,
91,Scratch,98,,,,,0,c:\mhof\DIV-I\sec images\kentscratch.jpg,,1,,6,8,1,,,,
92,Smokey,102,01-Jan-80,,01-Jan-08,,0,c:\mhof\DIV-I\sec images\tenn.jpg,,1,,2,,1,,,,
93,Sue E. Pig,97,,,,,0,c:\mhof\DIV-I\sec images\arksueepig.jpg,,1,,22,,1,,,,
94,Truman the Tiger,100,01-Jan-86,,,,0,c:\mhof\DIV-I\sec images\miss.jpg,,1,,6,1,1,,,,
95,Baldwin,108,01-Sep-99,,,Under mascot section of bceagles.com,0,C:\MHOF\DIV-I\ACC Images\bc-mascot.jpg,http://www.bceagles.com,1,4,10,23,1,Auditions,,,
96,Buzz,117,01-Sep-80,,,,0,C:\MHOF\DIV-I\ACC Images\gatech.jpg,,1,,15,,1,"Buzz is selected via a two day tryout.  Members must create a crowd leading skit, perform various task including mannerisms, react to random scenarios and interview with a panel of judges.",,,www.gtspirit.org/buzz
97,Louie the Cardinal,111,,,,,0,C:\MHOF\DIV-I\ACC Images\louisville.jpg,,1,,10,21,1,,,,
98,Demon Deacon,115,01-Jan-41,,,,0,C:\MHOF\DIV-I\ACC Images\wake.jpg,https://godeacs.com/sports/2018/7/27/sports-c-cheer-deacon-mascot-html.aspx,3,,3,,1,Spring Tryout,,,
99,HokieBird,122,22-Nov-62,,,To be completed later - thanks! lbelisle@vt.edu,0,C:\MHOF\DIV-I\ACC Images\vatech.png,,1,18,10,31,1,Tryouts in the Spring,,,
100,Sebastian the Ibis,118,18-Nov-57,,,,0,C:\MHOF\DIV-I\ACC Images\miami.jpg,,1,,10,32,1,"Recruitment is done in the fall and all students are welcome to tryout for a spot. They are selected through a process of skits, dancing, acting, and also an interview portion.",,,https://hurricanesports.com/news/2018/1/30/athletics-sebastian-the-ibis.aspx
101,The Miami Maniac,118,01-Jan-82,,,,0,C:\MHOF\DIV-I\ACC Images\maniac.jpg,,1,,7,,1,"All students are invited to tryout in the fall and are selected through a process of skits, acting, dancing and an interview portion.",,,https://hurricanesports.com/news/2018/1/30/athletics-sebastian-the-ibis.aspx
102,The Leprechaun,113,,,,,0,C:\MHOF\DIV-I\ACC Images\notredame.jpg,,4,21,3,,1,Tryout Process,,,und.com/cheerleading/
103,Otto the Orange,114,01-Jan-80,,,,0,C:\MHOF\DIV-I\ACC Images\syracuse.jpg,,1,,7,,1,,,,
104,Pitt Panther,120,01-Jan-56,,,,0,C:\MHOF\DIV-I\ACC Images\pitt.jpeg,,1,,6,2,1,,,,
105,Rameses,119,01-Jan-24,,,,0,C:\MHOF\DIV-I\ACC Images\unc.jpg,,1,,14,,1,,,,
106,The Tiger,109,,,,,0,C:\MHOF\DIV-I\ACC Images\clemson.jpg,,1,18,6,1,1,Tryout Process,,,https://clemsontigers.com/mascot-appearance-request/
107,Aubie the Tiger,95,28-Feb-79,,01-Jan-06,"Aubie, Auburn University's tiger mascot, is in his 40th season as a spirit leader and goodwill ambassador for Auburn University. A popular character among Auburn fans and one of the most animated mascots in the country, Aubie is the living spirit of Auburn. 

Aubie has very animated characteristics such as his strut walk, quick turns, and exaggerated pointing. His style is to mix tiger and human traits such as using props, riding a moped, leading the band, and performing clownish pranks. Aubie made his debut in 1979 and is a popular beloved character among Auburn fans and one of the more animated mascots in the country.

Aubie has won a record nine mascot national championships (his latest coming in 2016). Aubie was named the 2014 Capital One Mascot of the Year and was among the first three collegiate mascots inducted to the Mascot Hall of Fame on August 15, 2006.

It is often said Women love him, Children adore him, and Men want to be him.",0,c:\mhof\DIV-I\sec images\auburn.jpg,,1,,6,1,1,Annual tryouts,,,
108,Bucky Badger,123,01-Jan-40,,01-Jan-06,"The as-yet unnamed Wisconsin mascot appeared as a human-like cartoon figure in University of Wisconsin publications in the 1930s.[1] The most familiar portrayal of Bucky Badger, wearing a ""W"" sweater and strutting forward with a fierce expression, was drawn by California-based commercial artist Art Evans in 1940, and first sold from Brown's Book Store in Madison.[2][3] A popular version of Bucky sporting boxing gloves was first drawn by hometown Madison artist Thomas Spiece.[4] An actual badger from Eau Claire was used at the first few football games that year, but proved to be too fierce to be controlled properly and was retired to the nearby Henry Vilas Zoo. After that, the school replaced the live badger with a live raccoon named Regdab ('badger' backwards). In 1948, a UW-Madison art student, Carolyn (Connie) Conrad was asked to create a paper-mache Bucky head-piece. A UW-Madison Gymnast and cheerleader, Bill Sagal, wore the outfit at the homecoming game and a contest was started to properly name the mascot. The winning entry was Buckingham U. Badger. Bucky has been maintained over the years, even surviving a threat by the assistant attorney general, Howard Koop, who suggested that Bucky be replaced by Henrietta Holstein, a loveable cow.

In 2006, Bucky was inducted as a charter member of the Mascot Hall of Fame's College Division, joining YoUDee from Delaware, Sparty from the Michigan State University, and Aubie from Auburn.",0,c:\mhof\DIV-I\Big 10 Images\badger.jpg,,1,,23,,1,,,,
109,YoUDee,124,06-Sep-18,,01-Jan-06,"YoUDee (pronounced yoo-dee) is the official mascot of the University of Delaware. YoUDee is an androgynous ""fighting Blue Hen"" and is named after the state bird of Delaware.

According to the University of Delaware, YoUDee's great-great-great-grandfather, Col. George W. YoUDee, distinguished himself in the American Revolutionary War and was cited for bravery in battle. Capt. John Caldwell, commenting after the Battle of Trenton, said, ""There's no yellow streak in that chicken. He's blue to the bone."" Col. YoUDee was given a gold medal of valor, so blue and yellow-gold now serve as YoUDee's official colors. The men in the company commanded by Captain Jonathan Caldwell actually carried Blue Hens with them into combat in order to hold cockfights in their spare time. It is said that the men under Capt. Caldwell fought so bravely that they were compared to their fighting blue hens.

YoUDee is 6 feet, 8 inches, from the soles of his blue and yellow sneakers to the top of his comb. YoUDee's chest is 64 inches. YoUDee also has a wingspan of 6 feet, 1 inch and a tailspan of 5 feet, 6 inches. Careful breeding has produced beautiful plumage of PMS #300c blue feathers, particularly striking in YoUDee's broad, sweeping tail. YoUDee wears Air YoUDees on its feet. YoUDee's stylish size 28FF blue and yellow sneakers help it soar through the air with hangtime measured in minutes. 

YoUDee was created by Real Characters Inc. (RCI) of Atlanta. Tom Sapp, chairman and creative director, was in charge of design. He also designed a line of YoUDee artwork for apparel and other items, on sale at the University Bookstore and other outlets. Real Character Productions Inc., an affiliate of RCI, handcrafted the three-dimensional mascot using Scott foam, Antron fleece, medical-quality plastics and a variety of special materials. Keith Bailey was the chief designer and led a design team including Chris Heine and Dixie Harris.

YoUDee won its first Universal Cheerleaders Association mascot national championship in 2001 and has won seven overall, its latest coming in 2017. YoUDee was inducted into the inaugural class of the Mascot Hall of Fame on August 16, 2006 in a ceremony at Philadelphia's LOVE Park. YoUDee also participated in the Capital One Mascot Challenge in 2012.",0,C:\MHOF\DIV-I\Colonial Athletic Association\youdee.jpg,,1,20,10,33,1,Tryouts/Interviews,,,
110,Big Red,125,,,01-Jan-07,,0,C:\MHOF\DIV-I\Conference USA\bigred.jpg,,1,,7,,1,,,,
111,Brutus Buckeye,126,30-Oct-65,,01-Jan-07,"With his big head and even bigger heart, Brutus Buckeye is beloved by Ohio State fans everywhere. Born in October of 1965, this head banging, game day slaying, collegiate all American nut enjoys bringing the joy, and passion of Buckeye Nation to life. His talent has no limits and he hopes to inspire those around him to always strive for greatness. He is the ultimate multi-sport, year round athlete appearing at over 300 appearances each year. Like his fellow student - athletes at Ohio State he is a highly decorated champion winning the 2015 UCA Mascot National Championship in 2015 and placing top five in both the Mascot Nation Championships and the Capital One Mascot Challenge.",0,c:\mhof\DIV-I\Big 10 Images\ohio state.jpg,,1,7,7,,1,A comprehensive tryout process,,,
112,Lil' Red,127,01-Jan-94,,01-Jan-07,"Lil' Red is one of two mascots representing University of Nebraska–Lincoln's athletic teams. Lil' Red is the newest mascot, having been created for the 1993 season after a statewide contest run for that purpose. Associate athletic director Dr. Barbara Hibner was the driving force behind Lil' Red.[3]

Lil' Red can be seen on the sideline at Nebraska college football games at Memorial Stadium, along with other university sporting venues such as Pinnacle Bank Arena during basketball games and at the Bob Devaney Sports Center for volleyball matches. The mascot is currently produced by Signs & Shapes International, Inc. based in Omaha, Nebraska. The operator of the costume wears a ""PowerBelt,"" a belt with an air circulation system, which brings in over 100 cubic feet (2.8 m3) of fresh outside air per minute, enough fresh air to accommodate roughly 1,000 people. Due to the mascot's incredibly light weight, the larger-than-life mascot can run, dance, crowd surf and shake hands.

Since its installment, Lil' Red has won the national championship at the NCAA National Mascot Competition in 1999, and was inducted into the Mascot Hall of Fame in 2007, which selected its winners by an online vote.[4]

The costume was designed to appeal to children and has become a recognizable piece of Nebraska athletics culture.",0,c:\mhof\DIV-I\Big 10 Images\nulilred.jpg,,3,,3,,1,,,,
113,Nittany Lion,128,01-Jan-04,,01-Jan-17,"The Nittany Lion is the mascot of Pennsylvania State University in University Park, Pennsylvania, USA and its athletic teams. There is a song played during sporting events on campus entitled ""The Nittany Lion."" Fans know this song as Hail to the Lion, even though that is not technically the name of the song.

The Nittany Lion mascot pumps up the crowd at the 2005 football game versus Cincinnati at Beaver Stadium.
The mascot was the creation of Penn State senior H. D. ""Joe"" Mason in 1907 since the Nittany Lion is not a real animal. While on a 1904 trip to Princeton University, Mason had been embarrassed that Penn State did not have a mascot. Mason did not let that deter him: he fabricated the Nittany Lion on the spot and proclaimed that it would easily defeat the Princeton Bengal tiger.[1] The Lion's primary means of attack against the Tiger would be its strong right arm, capable of slaying any foes (this is now traditionally exemplified through one-armed push-ups after the team scores a touchdown). Upon returning to campus, he set about making his invention a reality. In 1907, he wrote in the student publication The Lemon:

“	Every college the world over of any consequence has a college emblem of some kind—all but The Pennsylvania State College . . .. Why not select for ours the king of beasts—the Lion!! Dignified, courageous, magnificent, the Lion allegorically represents all that our College Spirit should be, so why not 'the Nittany Mountain Lion'? Why cannot State have a kingly, all-conquering Lion as the eternal sentinel?	”
[2]

Mountain lions had roamed on nearby Mount Nittany until the 1880s.[2] The origin of the name ""Mount Nittany"" is obscure, the most commonly accepted explanation being that it is derived of Native American words (loosely pronounced as ""neet-a-nee"") named after the cougars that roamed the mountain or ""single mountain"" - a protective barrier against the elements.[citation needed]. The ""original"" nittany lion can be seen in the Penn State All-Sports Museum as the only known mounted eastern mountain lion. It was killed in Susquehanna County by Samuel Brush in 1856.[3] According to a July 1992 article in National Geographic by Maurice Hornocker titled ""Learning to Live with Mountain Lions"", ""Courthouse records from Centre County, Pennsylvania, show that one local hunter killed 64 lions between 1820 and 1845. During those 25 years an estimated 600 cats were killed in that county alone.""",0,c:\mhof\DIV-I\Big 10 Images\Penn_State_Nittany_Lion.jpg,,1,,6,3,1,,,,
